cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,postal_code,state_code
27257640,88142.0,39,11,3,F,2,60632,IL
21807936,60712.6,51,4,3,F,2,19136,PA
24540210,98483.4,57,5,3,F,2,85734,AZ
25905246,7803.1,62,9,0,M,1,10149,NY
25894112,0.0,20,9,0,F,1,95184,CA
21809648,115198.2,33,6,4,M,2,90145,CA
25900800,3992.8,23,5,0,M,1,94225,CA
24538374,29842.2,37,5,4,M,2,37232,TN
20440635,8971.5,79,6,2,F,2,90190,CA
31358660,51448.7,32,2,0,F,1,48206,MI
17714437,11668.8,24,10,3,F,2,10153,NY
17714294,9110.4,36,3,3,F,4,92705,CA
13631380,13137.0,73,3,1,F,2,78754,TX
25893580,24547.2,60,7,2,M,3,60625,IL
31350380,111501.7,46,6,5,M,2,14622,NY
14987280,55979.0,35,5,4,M,2,10209,NY
25906386,5101.1,72,3,0,F,2,77292,TX
13630890,30500.0,58,8,3,F,2,78738,TX
16351908,0.0,17,9,3,M,1,48208,MI
21810992,121451.2,47,10,4,F,3,90047,CA
13634560,0.0,18,3,1,F,1,21207,MD
19088342,17819.2,36,3,1,M,1,33654,FL
24539310,7903.8,68,6,2,F,4,85046,AZ
14993825,13816.0,48,8,3,M,2,10171,NY
31338144,15221.4,39,9,0,F,1,40205,KY
24532254,53226.0,51,3,2,F,1,75256,TX
31352887,30159.9,19,4,0,F,1,60607,IL
24534252,27718.2,62,0,2,M,2,10101,NY
27250580,87658.0,43,5,0,F,1,40504,KY
31346769,68011.0,49,3,0,F,1,75256,TX
19078430,15974.0,83,3,1,M,2,53206,WI
19084058,29218.0,49,9,6,F,2,94150,CA
17712578,98913.1,48,5,3,M,2,94164,CA
16350804,6439.4,59,9,4,F,2,90112,CA
20437470,14773.5,65,2,2,F,2,10007,NY
23176066,39970.2,43,9,2,M,2,60606,IL
17720469,39211.9,34,4,5,M,2,90048,CA
19077450,14851.2,64,4,1,F,2,55402,MN
14994067,23829.3,56,6,3,F,2,96849,HI
14990437,0.0,19,4,2,F,1,60606,IL
27252780,0.0,14,8,0,F,1,92705,CA
27250700,53096.0,46,7,4,F,4,10181,NY
25893637,8242.4,53,10,0,M,1,15273,PA
24542406,53137.8,50,4,2,F,1,10105,NY
21804544,144762.8,43,6,6,M,2,64132,MO
28624239,5196.2,31,1,1,F,1,94266,CA
16353168,5454.3,60,10,4,M,2,94103,CA
24538572,23970.6,21,4,2,F,1,60666,IL
29976122,50787.0,32,11,0,F,1,28243,NC
16352556,6572.4,43,3,3,M,2,46256,IN
21809152,19487.0,88,11,1,M,2,79931,TX
27251800,4932.0,62,4,0,M,1,46260,IN
29993414,185537.0,48,8,4,F,4,90106,CA
24530904,7189.2,89,7,2,M,2,10248,NY
27264320,26482.0,18,5,0,F,1,10229,NY
16349904,8452.9,43,3,8,F,3,77058,TX
17714736,21214.7,46,3,3,F,2,77036,TX
17724993,30040.4,65,12,2,F,2,55177,MN
21805888,38680.2,33,6,4,F,2,60621,IL
20439975,0.0,19,8,2,F,1,90750,CA
19084380,0.0,18,3,1,F,1,60607,IL
14992208,22760.1,46,6,2,M,1,10056,NY
13628640,17612.0,31,1,4,F,4,10178,NY
28629783,12155.2,40,10,1,F,1,19113,PA
27268560,16602.0,82,4,0,M,1,46214,IN
14993594,10711.8,58,8,3,F,2,53277,WI
31347436,42290.1,18,3,0,M,1,90003,CA
23172819,14330.6,46,2,0,F,1,32232,FL
31358223,22997.7,44,4,0,M,2,10208,NY
14995123,34087.9,47,7,2,F,1,10262,NY
14989821,14293.4,28,7,3,F,4,90009,CA
14989678,54585.3,57,7,3,F,4,77076,TX
21802256,8889.4,28,10,1,F,1,45471,OH
29986110,13516.8,27,6,0,F,2,75328,TX
21801440,6411.6,62,5,1,M,1,46260,IN
20448720,10731.0,70,7,2,M,2,43653,OH
28618422,6211.6,44,4,1,M,1,94256,CA
27254120,0.0,15,9,0,F,1,63137,MO
14992307,51107.1,54,4,3,M,2,77095,TX
25897057,1513.9,73,10,0,M,2,10146,NY
21810656,67958.8,65,8,1,F,2,64115,MO
24530328,33593.4,41,9,5,M,2,98165,WA
25890939,5742.6,78,5,0,M,2,92149,CA
16356180,5154.4,55,5,4,F,2,90095,CA
29990268,53405.0,60,10,1,F,3,64136,MO
19079074,11079.6,82,2,1,F,2,10088,NY
19081888,34347.6,41,1,1,F,1,85036,AZ
13629370,46461.0,53,3,2,M,2,77095,TX
29977706,34218.8,78,8,0,M,2,77099,TX
23172428,24701.6,57,3,2,F,2,74186,OK
21806576,113716.2,66,9,1,M,2,90005,CA
31356751,193970.5,43,3,4,F,4,90106,CA
27255300,5538.0,18,5,0,F,1,94103,CA
29992754,5904.8,31,7,0,F,1,60640,IL
28622538,6942.6,42,2,1,M,1,90015,CA
27250120,152174.0,52,4,1,M,2,94164,CA
27261580,50852.0,46,8,1,F,2,96822,HI
23167328,39531.4,48,4,5,M,2,64132,MO
19082252,65637.6,37,5,3,M,2,85032,AZ
23174281,22002.2,50,6,0,F,1,10262,NY
14989876,40437.1,57,7,3,M,2,10079,NY
23165084,14729.0,51,2,2,M,2,78473,TX
13628510,51608.0,40,5,1,M,1,77036,TX
14987775,6930.0,79,9,2,F,1,60613,IL
23163452,39822.5,51,7,0,M,1,28215,NC
21799680,132314.0,33,6,3,M,2,10209,NY
17715685,14833.0,78,5,2,M,2,53206,WI
23169997,13047.7,41,7,2,F,2,77089,TX
19085472,10015.6,66,6,1,M,2,43653,OH
23169589,32279.4,62,8,0,F,2,46249,IN
19085920,10599.4,24,3,2,F,4,38168,TN
28629447,563.6,27,3,1,F,1,60640,IL
13628630,0.0,15,7,1,M,1,90105,CA
13633320,58217.0,56,4,3,F,2,55113,MN
14996806,38760.7,57,7,3,M,2,85734,AZ
19081188,24031.0,39,7,3,M,2,77089,TX
28619556,1243.2,67,7,1,F,3,38166,TN
21808160,11502.4,18,6,1,M,1,80243,CO
13630260,49435.0,45,5,5,M,2,32235,FL
25887709,478.2,88,5,0,M,1,10170,NY
21808608,95173.0,40,3,2,F,4,73130,OK
20438535,91950.0,55,2,4,M,2,87194,NM
13628220,13750.0,20,2,1,M,1,60625,IL
19075028,21742.0,58,8,3,M,2,90785,CA
29983734,0.0,22,7,0,M,1,10126,NY
21815296,0.0,17,5,1,F,1,21207,MD
14990360,48060.1,70,10,2,M,2,90067,CA
25891623,0.0,21,3,0,F,1,10079,NY
17719494,47586.5,36,3,3,F,4,73130,OK
13625650,27492.0,50,10,1,F,1,90794,CA
31348402,28602.8,29,8,0,M,1,90140,CA
25896088,1450.3,58,5,0,F,2,98186,WA
16355232,1800.8,55,5,4,F,2,77095,TX
19082490,11566.8,61,1,1,M,2,53217,WI
20439675,85791.0,36,3,5,M,4,90057,CA
31337247,128542.4,35,5,2,F,3,37208,TN
19074944,0.0,14,3,1,M,1,77058,TX
14996190,0.0,17,2,2,F,1,93769,CA
14990888,34525.7,44,4,2,F,1,90138,CA
19088076,57496.6,58,8,1,M,1,10149,NY
31339754,113705.1,47,7,2,F,2,28224,NC
24536556,73207.8,32,0,4,M,3,60651,IL
17720001,0.0,11,6,2,F,1,10171,NY
16355964,0.0,20,5,3,F,1,19136,PA
14992131,21985.7,47,7,4,F,3,67276,KS
14993803,13003.1,31,10,2,M,2,90081,CA
25900021,2095.5,51,6,0,M,1,87129,NM
20450460,22650.0,42,9,2,F,2,35241,AL
24530886,11210.4,86,4,2,F,2,10248,NY
16354128,0.0,20,5,3,M,1,02171,MA
14996861,0.0,17,9,2,F,1,02149,MA
19083792,5861.8,20,5,1,F,1,23541,VA
24529662,49064.4,71,9,2,F,2,90067,CA
27259000,23870.0,60,2,0,F,2,40564,KY
13631070,20184.0,42,2,1,F,1,32232,FL
19078612,16774.8,34,4,1,F,1,38177,TN
23165747,18566.5,51,6,1,M,2,89194,NV
21814720,58159.4,32,5,1,F,1,48206,MI
21810560,48224.8,38,11,1,F,1,90024,CA
21800160,28080.0,89,12,1,F,2,46260,IN
24542712,18439.2,54,2,2,F,1,55481,MN
31339731,27843.8,19,4,0,M,1,77083,TX
25897817,3959.6,47,4,1,M,2,20126,DC
24531822,0.0,17,7,2,F,1,97254,OR
27257000,17922.0,86,8,0,M,4,89149,NV
13626990,23476.0,20,5,1,M,1,77076,TX
13634290,13058.0,28,7,3,F,2,75277,TX
13628050,4626.0,79,9,1,F,3,10105,NY
13625480,44554.0,60,10,3,F,4,10138,NY
17715633,9794.2,57,4,2,F,2,19160,PA
28615020,6299.0,32,2,1,M,2,77210,TX
17713410,26730.6,46,3,4,F,2,87194,NM
31357694,72983.6,35,5,3,M,2,92173,CA
25892839,5892.5,36,3,0,M,1,28208,NC
31340789,14618.8,18,3,0,F,1,14686,NY
20444685,18996.0,60,7,3,F,4,60664,IL
13627600,43691.0,69,9,1,M,2,90067,CA
19087418,5945.8,56,6,2,F,2,48202,MI
27263360,188246.0,51,3,2,M,2,60607,IL
21800768,115840.4,59,12,3,F,4,10138,NY
20437200,76335.0,38,5,4,M,2,10209,NY
17714489,41133.3,43,10,4,F,2,78473,TX
31341134,104946.7,44,4,2,F,3,48208,MI
19083134,58626.4,38,8,1,F,1,40263,KY
16351308,405.1,82,11,3,F,2,96846,HI
20447415,18840.0,36,3,4,F,2,80986,CO
14996916,13483.8,41,11,5,F,2,94180,CA
19086396,15925.0,27,6,2,M,2,77159,TX
28627578,4545.7,50,7,1,F,1,92126,CA
17721951,19446.7,17,3,2,M,1,14669,NY
25899565,3486.5,43,7,2,F,2,92821,CA
19088720,11253.2,23,2,1,F,1,21257,MD
27252100,33914.0,34,6,0,F,2,37229,TN
14995772,0.0,18,3,2,F,1,90174,CA
29987188,21423.6,61,11,1,F,2,53277,WI
23171714,0.0,19,7,0,M,1,10148,NY
29988860,35723.6,38,8,2,M,4,40213,KY
16350000,11908.7,43,3,3,M,1,75370,TX
23162721,19921.2,37,3,2,F,4,10070,NY
17718727,16463.2,51,8,3,F,4,60664,IL
17722744,53383.2,51,8,3,F,2,93769,CA
24525126,0.0,19,2,2,F,1,94164,CA
28614810,2016.4,80,10,1,M,2,96846,HI
14995200,23116.5,20,5,2,M,1,94225,CA
14991427,8896.8,86,6,2,M,1,53264,WI
19085332,8103.2,36,6,3,F,2,78784,TX
16351140,6140.6,61,8,5,F,2,77083,TX
16354116,5733.6,62,12,4,F,3,02171,MA
27264820,60434.0,46,8,0,F,1,78210,TX
31340352,66394.1,77,7,0,F,2,77099,TX
19087124,87127.6,31,1,4,F,2,10236,NY
23170303,55186.2,62,8,1,F,2,28223,NC
17718662,16166.8,25,11,2,M,1,90140,CA
29993546,0.0,20,5,0,M,1,77061,TX
29982942,0.0,18,10,0,F,1,90105,CA
13629630,4508.0,70,5,1,F,1,28220,NC
21809936,0.0,14,9,1,M,1,32228,FL
27266940,0.0,15,2,0,M,1,85734,AZ
28625940,4343.6,45,5,1,M,1,90162,CA
14987753,0.0,15,7,2,F,1,90061,CA
16350444,0.0,16,8,3,F,1,10181,NY
27252380,64304.0,32,4,0,F,2,77210,TX
19078640,61167.4,69,9,1,M,2,90067,CA
24528384,43012.8,36,4,3,M,2,97203,OR
17717661,0.0,13,5,2,M,1,10126,NY
29974824,88554.4,45,5,5,F,3,77058,TX
31356153,125888.2,50,0,0,M,2,90135,CA
14990096,22393.8,44,4,2,F,1,20353,DC
29983184,37617.8,52,12,2,F,3,90141,CA
17712643,3272.1,79,6,2,M,1,10170,NY
13631340,19645.0,40,7,3,M,2,92821,CA
16360800,10344.2,52,12,3,F,2,10208,NY
28630056,7120.0,53,3,1,M,2,55422,MN
21813440,0.0,13,8,1,M,1,90106,CA
31353623,18487.4,80,0,0,F,2,90046,CA
28621593,4162.8,56,6,2,M,2,97237,OR
31348586,0.0,15,7,0,F,1,60636,IL
31357211,43794.3,38,8,3,M,2,94180,CA
24534090,11059.2,24,1,2,F,2,75328,TX
20439165,36172.5,53,10,3,F,2,79913,TX
20444385,116590.5,62,9,3,F,2,28223,NC
29995702,15771.8,44,14,0,F,1,85726,AZ
28632807,6199.4,49,5,1,F,1,10105,NY
16349868,11736.5,38,8,5,F,3,37208,TN
19080348,61699.4,40,10,4,F,2,60632,IL
23172581,737.7,84,10,0,M,2,55174,MN
14988237,33730.4,58,8,3,F,2,90112,CA
24525198,4530.6,85,3,2,M,1,10170,NY
20439735,13464.0,33,9,3,F,2,10153,NY
20442345,65071.5,53,10,2,M,1,15273,PA
17719104,45652.1,53,10,3,F,2,80243,CO
21800672,114140.0,36,9,3,F,2,10152,NY
28622916,4903.7,52,2,3,F,2,19136,PA
24538860,0.0,18,1,2,M,1,77105,TX
13626850,34080.0,50,3,1,F,1,77287,TX
29987870,56498.2,61,11,2,M,2,74186,OK
23168501,18818.6,55,1,1,F,2,07117,NJ
23176678,0.0,22,3,0,F,1,55113,MN
14996025,19550.3,39,9,5,F,2,64105,MO
24535800,22678.2,39,3,2,M,1,02158,MA
20448930,74446.5,59,6,3,F,2,07303,NJ
17720326,23637.9,29,6,5,F,2,90145,CA
28613004,0.0,16,8,1,F,1,90061,CA
28614411,5656.6,65,5,1,F,1,44114,OH
20440875,103399.5,57,4,3,M,3,63152,MO
16355616,3593.1,71,11,3,F,1,75204,TX
28618632,663.2,81,1,1,M,2,10088,NY
31338834,0.0,15,7,0,M,1,94654,CA
20447685,29001.0,47,4,4,F,4,60637,IL
19077408,22846.6,51,1,2,F,2,77036,TX
23171782,6608.0,46,2,0,F,1,92802,CA
14987907,0.0,15,7,2,F,1,10181,NY
16351128,14533.0,56,6,5,M,2,77083,TX
24533514,31035.6,62,0,2,F,1,19155,PA
13629090,98566.0,44,4,2,F,3,60650,IL
16361772,1604.8,69,9,3,F,2,80274,CO
14989150,19584.4,23,2,3,M,2,10153,NY
23175879,13098.8,44,10,0,M,2,45219,OH
24526008,100958.4,48,6,2,M,1,28215,NC
21808864,25318.8,56,9,2,F,2,53277,WI
28625541,0.0,15,7,1,M,1,32228,FL
28631169,380.9,19,4,1,F,1,48202,MI
25905379,1362.1,44,11,0,F,1,85726,AZ
16356672,512.8,22,4,3,F,1,53277,WI
28621299,903.0,25,4,1,F,1,92173,CA
20444745,0.0,20,9,2,M,1,60636,IL
16356468,0.0,18,10,3,F,1,73130,OK
14991493,0.0,16,8,2,M,1,90105,CA
19077282,40642.0,45,5,1,M,1,77151,TX
24535224,103701.6,60,8,4,M,2,60606,IL
20448150,29836.5,75,2,2,M,4,70112,LA
13631330,12823.0,67,7,1,F,1,74168,OK
17721483,33945.6,32,9,2,M,2,37215,TN
24537222,34801.2,44,2,4,F,4,60637,IL
25902054,3968.9,28,4,0,F,3,92173,CA
13625620,63532.0,47,7,1,F,1,90148,CA
14995794,14648.7,21,6,2,F,1,60666,IL
16351572,7222.7,57,7,3,F,2,75270,TX
13627250,68933.0,53,3,2,M,3,63152,MO
31341295,0.0,14,6,0,F,1,90750,CA
27259380,150242.0,58,10,0,F,4,60663,IL
21806128,32247.8,31,4,4,M,2,60632,IL
21804048,34715.2,48,11,1,F,1,43241,OH
13631980,60104.0,57,7,3,M,2,94225,CA
19084212,18407.2,49,9,1,M,1,44101,OH
31344883,17999.8,18,3,0,M,1,60625,IL
13634100,28518.0,32,2,3,M,3,85022,AZ
29986066,17529.6,73,13,0,M,2,10146,NY
25890407,6011.8,52,9,2,F,2,78473,TX
16358136,6556.2,37,7,3,M,1,28230,NC
13630470,14891.0,44,4,5,M,2,73179,OK
24528042,0.0,15,5,2,F,1,90750,CA
28621131,9184.8,67,7,1,M,2,90005,CA
14997422,26804.8,65,5,2,F,1,10007,NY
20442150,0.0,22,4,2,F,1,46232,IN
27258480,9608.0,74,6,0,M,2,21214,MD
29986880,85366.6,46,6,2,M,2,10148,NY
19085066,25250.4,37,7,3,F,2,10154,NY
23173873,9310.2,24,5,0,F,1,60607,IL
28623882,0.0,15,7,1,M,1,10148,NY
14996421,60207.4,52,2,2,M,2,90135,CA
31339455,64613.9,69,9,0,M,2,60666,IL
14997950,5344.9,31,10,3,F,4,90083,CA
29984064,63940.8,40,10,3,M,2,10086,NY
29991038,16942.2,30,9,1,M,2,40214,KY
28628061,6345.6,47,7,1,F,1,78210,TX
21802656,0.0,15,10,1,F,1,90750,CA
13629120,29064.0,36,6,4,M,2,10086,NY
25893808,10753.4,36,3,2,F,2,48212,MI
25901047,7221.9,65,2,0,M,2,44127,OH
28623798,7687.0,41,1,2,F,4,73130,OK
20452260,15366.0,57,4,2,F,1,55481,MN
13632830,22995.0,22,1,1,F,1,10153,NY
16350096,2058.4,69,9,3,F,3,63105,MO
23172462,0.0,21,2,0,F,1,74186,OK
14992890,0.0,18,3,2,F,1,77140,TX
28618128,0.0,17,2,1,M,1,60606,IL
19086326,23405.2,24,3,2,F,2,10260,NY
21813584,19804.2,43,6,3,M,2,02149,MA
17720209,1350.7,75,12,2,M,2,55174,MN
14994419,11473.0,28,7,2,F,1,10029,NY
31339064,0.0,16,1,0,M,1,90112,CA
14992461,26499.0,69,9,2,M,2,40564,KY
19087712,51244.2,66,6,1,M,2,10276,NY
23170218,30755.1,35,1,3,F,2,95137,CA
27265000,79508.0,57,9,2,M,2,90174,CA
27260840,0.0,14,8,0,M,1,10148,NY
16358292,5483.5,39,9,3,M,2,37215,TN
14995662,4874.1,64,4,2,M,3,19133,PA
16357476,11840.6,38,5,5,M,4,60648,IL
25902757,3396.2,23,5,0,F,1,90029,CA
17721574,78135.2,52,9,4,M,2,94225,CA
23167974,9762.5,24,2,0,M,1,60625,IL
28629321,8398.1,41,1,1,F,1,85707,AZ
31356314,17827.3,41,1,2,F,4,78429,TX
16355028,903.0,27,6,3,F,1,92173,CA
14996762,35970.0,55,5,3,F,4,77061,TX
24540228,63426.6,57,5,3,M,2,85734,AZ
25888298,8341.0,41,8,2,F,2,10152,NY
14998434,29532.8,69,3,2,F,2,77292,TX
25889970,3014.2,71,8,0,F,1,90009,CA
21802896,78582.4,73,6,1,M,2,92149,CA
28622244,1213.6,80,10,1,F,2,53268,WI
13630420,0.0,15,7,1,M,1,10148,NY
13626260,15993.0,31,1,4,F,2,33157,FL
21805424,112619.0,33,6,4,M,3,21231,MD
16358004,8337.6,41,11,3,F,1,07160,NJ
29994580,28540.6,55,5,2,M,2,10160,NY
29982304,124513.4,36,6,2,F,2,48212,MI
31355578,19372.9,38,4,0,F,2,45219,OH
31346585,60690.1,56,6,1,M,2,10126,NY
21801344,33501.0,61,4,1,F,2,60666,IL
20448645,24868.5,40,7,4,M,2,37232,TN
17713332,18664.1,73,10,2,F,2,60647,IL
29976144,17611.0,38,8,2,F,3,92513,CA
24527052,32472.0,29,6,4,F,2,10165,NY
23166971,15050.6,55,1,1,F,2,94103,CA
31351967,23989.0,26,5,0,F,1,10029,NY
27251740,17598.0,27,8,0,F,2,73169,OK
24534270,44181.0,54,2,3,F,2,90095,CA
17720794,17078.1,68,5,2,F,2,78754,TX
28615083,3266.3,74,4,1,M,2,77099,TX
24529824,0.0,18,1,2,M,1,60606,IL
23163299,21593.2,42,4,0,M,2,10126,NY
20446155,0.0,20,5,2,F,1,10171,NY
29988948,43219.0,44,11,2,M,2,92821,CA
20438895,17587.5,35,2,2,M,1,10210,NY
16359672,3271.0,49,9,3,F,1,94299,CA
14990272,52434.8,56,5,2,F,1,90172,CA
25890597,5515.7,49,6,0,M,1,77151,TX
19088398,121441.6,58,8,1,M,2,23463,VA
21805664,0.0,15,3,1,M,1,07117,NJ
29981402,17410.8,86,6,0,F,2,10088,NY
16357224,3818.4,36,6,6,F,2,90145,CA
17715204,19819.8,25,7,2,M,1,10164,NY
16361832,8387.8,44,4,8,F,4,96802,HI
17717141,10514.4,80,7,2,M,1,53264,WI
24534144,63210.6,59,7,3,F,2,80243,CO
29991148,26844.4,84,14,0,M,2,38177,TN
16359792,3810.2,31,8,3,F,1,40261,KY
19076120,41108.2,37,7,4,F,4,94293,CA
24529698,24327.0,25,2,3,M,4,53263,WI
20448660,30327.0,39,6,4,F,2,37232,TN
16352532,2728.7,29,8,4,F,4,90009,CA
19080320,0.0,14,6,1,M,1,97254,OR
23178446,1877.2,28,3,1,M,2,78468,TX
24539526,4831.2,28,2,2,F,1,60640,IL
24533082,0.0,18,1,2,M,1,92178,CA
16361544,1994.0,28,7,5,F,3,21227,MD
27263480,42768.0,58,9,1,F,2,92817,CA
25901788,0.0,21,3,0,F,1,90174,CA
29986088,42501.8,29,8,0,M,2,75328,TX
19077912,21344.4,30,5,1,M,1,10164,NY
14991042,15125.0,21,3,2,M,1,60625,IL
25893447,2980.0,58,5,2,F,2,60654,IL
25887880,11091.6,54,4,4,F,4,90061,CA
31347229,0.0,15,7,0,M,1,67276,KS
24526188,230126.4,56,4,3,M,2,90112,CA
19078360,3801.0,62,2,1,M,2,19160,PA
25897912,8247.5,45,2,4,F,2,73179,OK
31355854,129480.8,38,8,2,M,2,60606,IL
14997444,0.0,19,4,2,M,1,43688,OH
28623273,931.4,66,6,1,F,2,10101,NY
24525738,40251.6,65,3,2,M,2,60639,IL
14997015,45387.1,36,6,5,M,2,10236,NY
14989898,56078.0,53,3,3,M,2,60665,IL
29995262,4360.4,33,12,0,M,1,94606,CA
17715789,17357.6,44,11,2,F,1,43241,OH
28630266,7399.8,56,6,2,M,2,85734,AZ
28616175,2227.7,64,4,1,F,2,55402,MN
31352956,214038.0,50,0,0,M,2,53269,WI
23165798,21185.0,41,7,2,F,2,30305,GA
29994404,29693.4,66,6,0,F,2,80228,CO
29975154,0.0,22,7,0,F,1,94164,CA
31359419,29274.4,35,2,0,M,1,33654,FL
29983514,173925.4,62,11,0,M,3,38132,TN
17723108,23587.2,24,8,2,F,1,40261,KY
20441760,83517.0,48,5,7,M,2,64132,MO
28631589,1969.6,70,10,1,F,2,10276,NY
21806592,75566.4,35,8,4,M,2,10086,NY
28616091,4784.4,26,5,1,F,1,70156,LA
16361496,4625.2,47,6,4,F,2,97203,OR
31354727,142335.5,52,2,2,F,2,90174,CA
21804144,70870.8,69,12,1,F,2,90067,CA
27258660,39646.0,55,7,1,M,2,97237,OR
25906348,27032.1,59,6,0,M,3,75346,TX
24534990,62051.4,54,2,3,M,2,53277,WI
16358232,0.0,18,3,3,M,1,43630,OH
13627670,0.0,18,3,1,F,1,60606,IL
21807568,44829.2,60,3,1,F,1,19155,PA
29991830,54654.6,66,6,0,M,2,14252,NY
29988200,27717.8,42,8,0,M,1,02158,MA
24540984,137476.8,58,6,3,M,2,48202,MI
28624407,4771.4,54,3,3,F,2,60606,IL
25897475,0.0,19,8,0,F,1,46261,IN
27250500,12600.0,77,9,0,F,1,60613,IL
24537924,38962.8,51,6,2,F,1,92126,CA
14995926,22977.9,25,4,2,F,3,92173,CA
13632480,7154.0,66,6,1,M,2,43653,OH
31346056,39327.7,47,7,2,F,3,90141,CA
19083162,31752.0,65,5,1,M,1,33249,FL
19081734,22786.4,41,1,4,F,4,60636,IL
13629420,17165.0,39,7,3,M,2,77089,TX
28621488,4345.1,45,5,1,M,1,10056,NY
24527358,61909.2,56,4,2,F,2,75270,TX
24542244,39645.0,46,3,3,F,2,97203,OR
25904771,1782.0,74,11,0,F,2,10276,NY
27263220,25120.0,31,3,2,F,2,80986,CO
13630600,48479.0,47,7,6,M,2,14622,NY
19087726,13130.6,70,10,1,F,2,10276,NY
20451885,17916.0,45,2,3,M,2,97203,OR
29993128,32549.0,41,11,1,F,4,90016,CA
13630680,57612.0,59,9,3,M,2,60606,IL
29982238,109016.6,58,8,1,F,2,15279,PA
24527844,82132.2,46,4,4,F,3,48208,MI
28632618,4625.2,45,4,2,F,2,97203,OR
16353696,6591.3,45,5,3,F,1,90138,CA
28621341,4197.3,46,6,3,F,3,67276,KS
29974978,81796.0,70,10,0,M,2,10007,NY
31341686,66792.0,32,2,1,M,2,90065,CA
21811760,67150.2,75,8,1,F,2,38177,TN
13629170,45464.0,58,8,1,F,2,46249,IN
29983338,0.0,20,12,0,F,1,97254,OR
17724135,18214.3,25,11,4,F,3,85023,AZ
16356876,2482.4,32,11,3,M,2,90081,CA
19086214,55987.4,41,1,1,F,1,85707,AZ
25902605,834.3,71,8,0,F,4,85046,AZ
28621278,3606.5,82,2,1,M,2,94162,CA
29984438,183249.0,63,13,1,M,4,78707,TX
13633940,12722.0,50,10,1,F,1,90045,CA
29991126,82363.6,67,7,0,M,2,10079,NY
23169147,0.0,20,8,0,F,1,97248,OR
13628760,15139.0,64,4,1,M,2,35233,AL
31342744,73749.5,48,8,1,M,2,10104,NY
24532164,22408.2,34,1,4,M,2,60634,IL
31349575,0.0,14,6,0,F,1,46261,IN
16352184,6098.4,35,5,4,M,2,90065,CA
31339501,20237.7,27,6,0,F,2,73169,OK
19077198,39124.4,40,9,1,F,1,90191,CA
17722276,0.0,12,4,2,F,1,90174,CA
17724213,12998.7,40,7,2,M,2,10208,NY
29988024,14979.8,65,5,0,F,1,85205,AZ
16359360,1589.9,26,5,4,F,4,38168,TN
19087474,22041.6,51,1,3,F,2,10160,NY
16357116,218.2,82,12,3,M,2,55174,MN
31339478,56294.8,46,6,0,F,1,23570,VA
21809552,56323.8,54,7,2,F,2,96849,HI
29976848,28347.0,66,6,0,F,2,60666,IL
13628430,27303.0,60,10,2,F,3,02171,MA
14995607,62946.4,37,7,4,M,2,78784,TX
20451000,73887.0,54,11,2,F,2,10208,NY
17712669,36475.4,28,5,4,F,4,10070,NY
27250160,19604.0,66,8,0,F,3,63105,MO
13626390,0.0,15,7,1,F,1,92705,CA
16359480,0.0,18,3,3,F,1,93769,CA
17718480,74934.6,55,12,3,M,2,28223,NC
21807552,153522.2,55,8,1,M,1,78204,TX
19079886,30801.4,45,5,1,F,1,37209,TN
20437275,34035.0,30,6,2,F,1,10140,NY
14989590,26544.1,49,9,3,F,2,89194,NV
31350610,13358.4,19,1,0,F,1,60606,IL
28614012,0.0,18,3,1,M,1,87194,NM
13632180,21646.0,50,7,1,F,1,92126,CA
19085962,32193.0,22,1,1,F,1,10153,NY
20439660,5056.5,24,6,2,F,1,14686,NY
21812608,106766.4,55,8,2,F,2,93769,CA
24526692,124569.0,55,3,4,M,2,77083,TX
21810160,47710.0,38,8,3,F,2,92821,CA
29990466,181746.4,61,11,1,M,2,60622,IL
23176134,35999.8,60,6,1,M,2,90029,CA
21803552,114909.6,30,3,2,F,2,10259,NY
28622370,6358.0,46,2,1,F,1,90087,CA
29984592,18865.0,57,7,1,F,2,77095,TX
31360293,0.0,14,6,0,M,1,96802,HI
29980962,53556.8,37,7,2,F,2,60601,IL
14991218,23606.0,55,4,2,F,2,85068,AZ
20451240,22153.5,36,3,5,F,2,90122,CA
17716192,72381.4,39,6,7,M,2,64132,MO
14991075,11257.4,20,5,2,F,1,94174,CA
21811504,46893.6,36,9,3,F,2,10154,NY
28616700,1301.0,76,6,1,F,4,92517,CA
29978718,0.0,18,10,0,F,1,90750,CA
28627956,4873.3,65,5,1,M,3,90130,CA
23177579,3015.4,60,6,1,F,2,48202,MI
23176763,0.0,19,7,0,F,1,90106,CA
23175131,11771.1,40,6,2,M,2,37232,TN
25906120,1527.2,27,3,0,F,1,21257,MD
14996333,19662.5,20,5,2,F,1,90029,CA
21803344,15550.6,74,7,1,F,2,90190,CA
19079634,155405.6,53,3,1,M,1,32272,FL
24525504,11912.4,41,9,2,F,1,40205,KY
24537168,4989.6,24,1,3,F,4,07301,NJ
25899451,1981.7,31,7,0,F,1,10029,NY
19085710,34780.2,62,2,1,M,2,14252,NY
27253740,14862.0,37,9,1,F,2,97203,OR
17713618,31818.8,42,9,2,F,1,23570,VA
16354944,6103.4,38,8,6,M,2,10086,NY
29983404,96956.2,44,14,3,F,2,60632,IL
20446035,17400.0,23,5,2,M,1,60606,IL
16360164,0.0,18,3,3,M,1,85734,AZ
16353720,0.0,20,5,3,F,1,46232,IN
